7, 3, 15
7, 3, 14
7, 3, 14
7, 3, 16
7, 3, 19
7, 3, 15
7, 3, 17
7, 3, 15
7, 3, 16
7, 3, 14
7, 3, 16
7, 3, 15
7, 3, 15
7, 3, 15
7, 3, 18
7, 3, 16
7, 3, 13
7, 3, 14
7, 3, 18
7, 3, 14
7, 3, 14
7, 3, 15
7, 3, 15
7, 3, 15
7, 3, 14
7, 3, 15
7, 3, 13
7, 3, 14
7, 3, 16
7, 3, 14
7, 3, 17
7, 3, 18
7, 3, 14
7, 3, 15
7, 3, 15
7, 3, 14
7, 3, 16
7, 3, 15
7, 3, 14
7, 3, 14
7, 3, 15
7, 3, 15
7, 3, 14
7, 3, 13
7, 3, 14
7, 3, 16
7, 3, 13
7, 3, 15
7, 3, 13
7, 3, 13
7, 5, 14
7, 5, 15
7, 5, 18
7, 5, 16
7, 5, 14
7, 5, 14
7, 5, 15
7, 5, 16
7, 5, 14
7, 5, 15
7, 5, 17
7, 5, 16
7, 5, 15
7, 5, 15
7, 5, 18
7, 5, 14
7, 5, 14
7, 5, 16
7, 5, 14
7, 5, 17
7, 5, 18
7, 5, 16
7, 5, 18
7, 5, 14
7, 5, 17
7, 5, 14
7, 5, 16
7, 5, 17
7, 5, 15
7, 5, 15
7, 5, 17
7, 5, 16
7, 5, 19
7, 5, 15
7, 5, 17
7, 5, 16
7, 5, 14
7, 5, 16
7, 5, 15
7, 5, 17
7, 5, 15
7, 5, 16
7, 5, 15
7, 5, 19
7, 5, 15
7, 5, 14
7, 5, 16
7, 5, 15
7, 5, 15
7, 5, 16
7, 10, 22
7, 10, 15
7, 10, 17
7, 10, 15
7, 10, 16
7, 10, 17
7, 10, 16
7, 10, 17
7, 10, 16
7, 10, 14
7, 10, 17
7, 10, 15
7, 10, 15
7, 10, 15
7, 10, 17
7, 10, 16
7, 10, 14
7, 10, 16
7, 10, 15
7, 10, 17
7, 10, 14
7, 10, 15
7, 10, 17
7, 10, 14
7, 10, 16
7, 10, 16
7, 10, 15
7, 10, 16
7, 10, 21
7, 10, 16
7, 10, 16
7, 10, 15
7, 10, 15
7, 10, 17
7, 10, 14
7, 10, 15
7, 10, 15
7, 10, 17
7, 10, 20
7, 10, 16
7, 10, 19
7, 10, 20
7, 10, 15
7, 10, 16
7, 10, 15
7, 10, 17
7, 10, 16
7, 10, 16
7, 10, 17
7, 10, 16
7, 25, 18
7, 25, 15
7, 25, 14
7, 25, 16
7, 25, 17
7, 25, 14
7, 25, 17
7, 25, 14
7, 25, 14
7, 25, 17
7, 25, 15
7, 25, 15
7, 25, 14
7, 25, 15
7, 25, 16
7, 25, 14
7, 25, 16
7, 25, 14
7, 25, 16
7, 25, 16
7, 25, 17
7, 25, 14
7, 25, 16
7, 25, 16
7, 25, 14
7, 25, 19
7, 25, 15
7, 25, 18
7, 25, 19
7, 25, 14
7, 25, 15
7, 25, 17
7, 25, 16
7, 25, 16
7, 25, 18
7, 25, 18
7, 25, 19
7, 25, 15
7, 25, 20
7, 25, 15
7, 25, 15
7, 25, 13
7, 25, 14
7, 25, 15
7, 25, 14
7, 25, 16
7, 25, 14
7, 25, 15
7, 25, 16
7, 25, 16
7, 50, 15
7, 50, 18
7, 50, 14
7, 50, 14
7, 50, 15
7, 50, 14
7, 50, 17
7, 50, 14
7, 50, 14
7, 50, 18
7, 50, 16
7, 50, 15
7, 50, 15
7, 50, 14
7, 50, 15
7, 50, 17
7, 50, 14
7, 50, 15
7, 50, 17
7, 50, 16
7, 50, 14
7, 50, 17
7, 50, 15
7, 50, 17
7, 50, 14
7, 50, 15
7, 50, 14
7, 50, 14
7, 50, 15
7, 50, 16
7, 50, 17
7, 50, 15
7, 50, 16
7, 50, 16
7, 50, 14
7, 50, 14
7, 50, 15
7, 50, 15
7, 50, 19
7, 50, 15
7, 50, 14
7, 50, 15
7, 50, 14
7, 50, 17
7, 50, 16
7, 50, 16
7, 50, 16
7, 50, 15
7, 50, 22
7, 50, 17

[3, 5, 10, 25, 50] [14.94, 15.7, 16.18, 15.72, 15.52]
