5, 3, 12
5, 3, 12
5, 3, 13
5, 3, 12
5, 3, 12
5, 3, 12
5, 3, 12
5, 3, 13
5, 3, 14
5, 3, 12
5, 3, 12
5, 3, 13
5, 3, 14
5, 3, 14
5, 3, 13
5, 3, 11
5, 3, 13
5, 3, 13
5, 3, 12
5, 3, 12
5, 3, 11
5, 3, 12
5, 3, 13
5, 3, 12
5, 3, 13
5, 3, 13
5, 3, 13
5, 3, 13
5, 3, 13
5, 3, 12
5, 3, 14
5, 3, 11
5, 3, 13
5, 3, 13
5, 3, 14
5, 3, 12
5, 3, 15
5, 3, 13
5, 3, 12
5, 3, 13
5, 3, 13
5, 3, 11
5, 3, 12
5, 3, 11
5, 3, 13
5, 3, 17
5, 3, 11
5, 3, 12
5, 3, 12
5, 3, 12
5, 5, 12
5, 5, 12
5, 5, 14
5, 5, 12
5, 5, 12
5, 5, 13
5, 5, 13
5, 5, 13
5, 5, 14
5, 5, 13
5, 5, 14
5, 5, 12
5, 5, 13
5, 5, 13
5, 5, 12
5, 5, 12
5, 5, 13
5, 5, 13
5, 5, 13
5, 5, 13
5, 5, 13
5, 5, 12
5, 5, 13
5, 5, 15
5, 5, 14
5, 5, 12
5, 5, 14
5, 5, 13
5, 5, 14
5, 5, 13
5, 5, 13
5, 5, 15
5, 5, 11
5, 5, 12
5, 5, 14
5, 5, 12
5, 5, 12
5, 5, 13
5, 5, 13
5, 5, 13
5, 5, 12
5, 5, 12
5, 5, 12
5, 5, 13
5, 5, 14
5, 5, 12
5, 5, 14
5, 5, 12
5, 5, 12
5, 5, 13
5, 10, 13
5, 10, 12
5, 10, 12
5, 10, 13
5, 10, 12
5, 10, 13
5, 10, 14
5, 10, 12
5, 10, 13
5, 10, 13
5, 10, 12
5, 10, 12
5, 10, 13
5, 10, 13
5, 10, 11
5, 10, 17
5, 10, 12
5, 10, 13
5, 10, 13
5, 10, 11
5, 10, 16
5, 10, 13
5, 10, 11
5, 10, 15
5, 10, 13
5, 10, 13
5, 10, 12
5, 10, 13
5, 10, 13
5, 10, 14
5, 10, 13
5, 10, 12
5, 10, 14
5, 10, 13
5, 10, 12
5, 10, 13
5, 10, 13
5, 10, 14
5, 10, 14
5, 10, 15
5, 10, 13
5, 10, 13
5, 10, 12
5, 10, 13
5, 10, 13
5, 10, 12
5, 10, 13
5, 10, 12
5, 10, 13
5, 10, 15
5, 25, 11
5, 25, 12
5, 25, 13
5, 25, 11
5, 25, 15
5, 25, 13
5, 25, 12
5, 25, 13
5, 25, 12
5, 25, 12
5, 25, 12
5, 25, 12
5, 25, 12
5, 25, 12
5, 25, 12
5, 25, 13
5, 25, 11
5, 25, 12
5, 25, 12
5, 25, 15
5, 25, 11
5, 25, 12
5, 25, 12
5, 25, 14
5, 25, 13
5, 25, 14
5, 25, 12
5, 25, 12
5, 25, 12
5, 25, 13
5, 25, 13
5, 25, 13
5, 25, 11
5, 25, 12
5, 25, 14
5, 25, 13
5, 25, 13
5, 25, 12
5, 25, 12
5, 25, 12
5, 25, 15
5, 25, 12
5, 25, 12
5, 25, 12
5, 25, 12
5, 25, 11
5, 25, 15
5, 25, 11
5, 25, 13
5, 25, 12
5, 50, 12
5, 50, 13
5, 50, 13
5, 50, 13
5, 50, 13
5, 50, 12
5, 50, 12
5, 50, 13
5, 50, 12
5, 50, 11
5, 50, 13
5, 50, 13
5, 50, 12
5, 50, 12
5, 50, 11
5, 50, 12
5, 50, 11
5, 50, 12
5, 50, 12
5, 50, 12
5, 50, 12
5, 50, 13
5, 50, 15
5, 50, 13
5, 50, 12
5, 50, 13
5, 50, 13
5, 50, 12
5, 50, 13
5, 50, 13
5, 50, 13
5, 50, 12
5, 50, 13
5, 50, 12
5, 50, 12
5, 50, 14
5, 50, 12
5, 50, 14
5, 50, 13
5, 50, 13
5, 50, 12
5, 50, 12
5, 50, 13
5, 50, 12
5, 50, 13
5, 50, 11
5, 50, 13
5, 50, 11
5, 50, 14
5, 50, 13

[3, 5, 10, 25, 50] [12.6, 12.86, 12.98, 12.44, 12.5]
